16,0.000440135033989,16,16

0,0,1.000000000000e+00,0.000000000000e+00

1,0,1.175785831520e-03,0.000000000000e+00

1,1,-3.484427594460e-04,8.766452698130e-05

2,0,-5.285148878740e-02,0.000000000000e+00

2,1,1.021293512930e-04,8.314827416250e-02

2,2,1.171641181310e-05,-2.819769459150e-02

3,0,-1.746658679040e-03,0.000000000000e+00

3,1,4.086789748400e-03,-8.401928754980e-04

3,2,3.400820184730e-03,-1.049252521580e-02

3,3,2.127432677370e-03,-1.221642051680e-02

4,0,1.307711276510e-02,0.000000000000e+00

4,1,-1.449369221770e-04,-3.130233427200e-04

4,2,1.647971980510e-04,-1.946510011750e-04

4,3,-1.764730392110e-02,1.769372863880e-02

4,4,4.623965128100e-03,-9.118275274890e-03

5,0,8.040269731590e-04,0.000000000000e+00

5,1,-2.791765238870e-03,3.601526439980e-03

5,2,-1.230910225660e-03,5.901588590910e-04

5,3,-1.003790649660e-03,-7.741235325160e-04

5,4,4.497119857680e-04,-1.034639930470e-02

5,5,4.645819165710e-03,-5.986302199180e-03

6,0,-4.958280336910e-03,0.000000000000e+00

6,1,-5.848388650290e-05,-5.656243124620e-03

6,2,-8.779840037550e-05,1.798612884550e-03

6,3,6.600756525270e-03,-5.628527194580e-04

6,4,-1.188912547480e-03,-1.202848311210e-04

6,5,2.893725631600e-04,5.187143981030e-03

6,6,1.860196354340e-04,-1.562296163960e-03

7,0,-3.923399201210e-04,0.000000000000e+00

7,1,1.811938547760e-03,4.075777475970e-04

7,2,5.261744188700e-04,3.843931902200e-03

7,3,4.969228567990e-04,2.035935441050e-03

7,4,-2.347349608900e-04,1.502211084770e-04

7,5,-2.476609205240e-03,-4.499749592270e-04

7,6,-1.458303912990e-03,-6.790061431970e-03

7,7,-3.417036641460e-04,-2.244364637360e-03

8,0,2.332698296190e-03,0.000000000000e+00

8,1,1.176328666590e-04,3.886108808310e-04

8,2,3.362497962950e-05,3.491867096780e-05

8,3,-3.122792657720e-03,-2.236538379940e-03

8,4,3.431369303920e-04,4.701611646030e-06

8,5,-2.243887071000e-04,-5.127049850290e-04

8,6,-7.063776582180e-05,7.874768865870e-05

8,7,2.686346867920e-03,2.381956825870e-03

8,8,-4.162893880770e-04,1.330995240810e-03

9,0,2.083755917150e-04,0.000000000000e+00

9,1,-1.178840644000e-03,-9.789857034040e-04

9,2,-2.566713654180e-04,-1.426858610010e-04

9,3,-2.722648598350e-04,2.435952047480e-04

9,4,1.209458385260e-04,2.551528527300e-03

9,5,1.442991842250e-03,1.032029657740e-03

9,6,7.053099613340e-04,9.283364693910e-05

9,7,2.131043153390e-04,-2.054462267160e-04

